fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag
3205681,"Arkins, Damien",AUS,M,,,,,1764,0,40,1975,i
3201732,"Armerman, Mendel",AUS,M,,,,,1800,0,20,,i
3229599,"Armstrong, Gary",AUS,M,,,,,1715,3,20,1954,
3278573,"Arnold, Dean",AUS,M,,,,,1528,0,40,2011,
3257860,"Arora, Anshul",AUS,M,,,,,1585,0,40,2000,i
25630482,Arsh Gupta,AUS,M,,,,,1458,0,40,2003,i
3232433,"Arthur, James",AUS,M,,,,,1871,3,40,2009,
3232441,"Arthur, Matthew",AUS,M,,,NA,,1767,0,20,2006,i
3228720,"Aruliah, Nathaniel",AUS,M,,,,,1482,0,40,2003,i
3203573,"Arulprakasam, Joash",AUS,M,,,,,1555,0,40,1994,i
3239462,"Arunachalam, Annamalai",AUS,M,,,,,1572,7,40,1977,
3211886,"Arundel, Sean",AUS,M,,,,,1992,0,40,1977,i
3264300,"Aryan, Yasmin",AUS,F,,,,,1489,0,20,2004,w
3228690,"Asaka, Samuel",AUS,M,,,,,2187,0,20,2002,
3214273,"Ashlock, Brad",AUS,M,,,,,1787,0,20,1974,i
3261417,"Ashok, Akash",AUS,M,,,,,1622,0,40,2013,
3208737,"Ashton, Neil",AUS,M,,,,,1565,0,40,1973,i
3212653,"Ashworth, Neil",AUS,M,,,,,1522,0,40,1953,i
3248020,"Assa, Khaled",AUS,M,,,,,1622,0,40,1970,i
3248038,"Assa, Walid",AUS,M,,,,,1651,0,40,1964,i
3239977,"Atalla, Sebastian",AUS,M,,,,,1489,0,40,2007,i
3234045,"Atanacio, Ricardo",AUS,M,,,,,1871,0,40,1976,i
3246728,"Athalye, Rohit",AUS,M,,,,,1500,0,40,1987,i
3229750,"Atia, Ben",AUS,M,,,,,1774,0,20,2005,i
3233561,"Atia, Raphael",AUS,M,,,,,1575,0,40,2007,i
3210707,"Atrens, Edvard",AUS,M,,,,,1633,2,20,1982,
3231194,"Attalla, Abanoub",AUS,M,,,,AFM,1741,0,40,1997,
3206688,"Attwood, James",AUS,M,,,,,1856,0,20,1966,
2804395,"Atzmon-Simon, Barak",AUS,M,,,,,2119,0,20,1970,i
3226743,"Au, Alexander",AUS,M,,,,,1898,0,20,2002,i
3280004,"Au, Ekun",AUS,M,,,,,1778,0,40,2008,
3246345,"Au, Oliver",AUS,M,,,,,1431,0,40,2009,i
3234916,"Augustine, Damaris",AUS,F,,,,,1563,0,40,2008,wi
3238237,"Augustine, Darline",AUS,F,,,,,1506,0,40,2010,wi
3201830,"Auimatagi, Joshua",AUS,M,,,,,1665,0,40,1990,i
3241700,"Avdija, Avni",AUS,M,,,,,1657,0,40,1985,i
3228860,"Ayling, Simon D",AUS,M,,,,,1855,0,20,1981,i
311111015,"Ayris, Tony",AUS,M,,,,AFM,1746,3,40,1969,
3204170,"Ayvazyan, Armen",AUS,M,,,,,2146,0,20,1966,i
3268527,"Azamov, Nurulla",AUS,M,,,,,1805,0,40,1970,i
3278840,"Azuolas, Joseph K",AUS,M,,,,,1457,0,40,1949,
3211789,"Babic, Michael S",AUS,M,,,,,1823,0,20,1967,
3217558,"Babic, Zoran",AUS,M,,,,,1822,0,20,1955,i
3250156,"Badam, Srijan",AUS,M,,,,,1644,0,40,2007,
3219704,"Badrinarayan, Sankeertan",AUS,M,,,,,1920,0,20,2000,i
3219712,"Badrinarayan, Siddhant",AUS,M,,,,,1663,0,20,2005,
3276538,"Bai, Dylan",AUS,M,,,,,1575,0,40,2012,
3221695,"Bai, George",AUS,M,,,,,1809,0,20,2001,i
3255310,"Bai, Matthew",AUS,M,,,,,1461,0,40,2006,i
3267466,"Bai, Xuanhao Winston",AUS,M,,,,,1431,0,40,2014,
3206149,"Bailey, Cameron R.",AUS,M,,,,,2146,0,40,1970,i
3205860,"Bailey, Mitchel",AUS,M,,,,,1611,0,40,1987,i
3206211,"Bailey, Robert",AUS,M,,,,,1755,0,20,1978,i
3227006,"Baillieu, Atlas",AUS,M,,,,,1560,0,40,2007,i
3261824,"Baines-Dell, Maxwell",AUS,M,,,,,1716,0,40,1998,
3247147,"Bajaj, Hirday",AUS,M,,,,,1638,0,40,2003,i
3208966,"Bakanursky, Joshua",AUS,M,,,,,1831,0,20,1986,
3263967,"Baker, David",AUS,M,,,,,1684,0,40,2005,i
3253600,"Baker, Thomas",AUS,M,,,,,1534,3,40,1993,
3217108,"Bakhshi, John",AUS,M,,,,,1867,0,40,1975,i
3248046,"Bala, Cesar",AUS,M,,,,,1619,3,20,1947,
3245756,"Balachander, Keshav",AUS,M,,,,,1534,0,40,2012,
3244695,"Balachander, Tharan",AUS,M,,,,,1842,0,40,2007,i
3231836,"Balamurugan Veni, Buvanesh",AUS,M,,,,,1429,0,40,2003,i
3230821,"Balamurugan Veni, Kanimozhi",AUS,F,,,,,1425,0,40,2001,wi
3239608,"Balasubramanian, Akshanth",AUS,M,,,,,1616,0,40,2006,i
3218830,"Balasubramanian, Mangalaganesh",AUS,M,,,,,1694,0,20,1974,i
3261425,"Balavignan, Ashvin",AUS,M,CM,,,,2081,0,40,2011,
3212670,"Baldwin, A(tony) C",AUS,M,,,,,1596,3,20,1951,
3221350,"Ball, Christopher",AUS,M,CM,,,,1813,4,20,1991,
3238369,"Bambah, Chinmaya",AUS,M,,,,,1731,0,40,2003,i
3242943,"Bambridge, Greg",AUS,M,,,,,1616,4,20,1975,
3245632,"Ban, Thomas",AUS,M,,,,,1762,0,40,1995,i
3275280,"Banbury, James",AUS,M,,,,,1744,0,40,2001,
3239250,"Banerjea, Siddharth",AUS,M,,,,,1515,0,40,2008,
3280012,"Bang, Samuel",AUS,M,,,,,1732,0,40,1999,
3220770,"Banicevic, Roy",AUS,M,,,NA,,1710,0,40,1966,i
3273911,"Bansal, Azaan",AUS,M,,,,,1794,0,40,2016,
3230856,"Bao, Kevin",AUS,M,,,,,1713,0,40,2007,
3222543,"Baquial, Jonah",AUS,M,,,,,1555,0,40,1998,i
3229947,"Barakat, Martin",AUS,M,,,,,1776,0,20,1969,
3253341,"Baran, Sam",AUS,M,,,,,1884,0,40,1991,i
3217566,"Barber, Geoffrey",AUS,M,,,,,1789,0,20,1977,
3228096,"Barber, John",AUS,M,,,,,1768,0,40,1955,i
3207641,"Barisic, Frank",AUS,M,,,,,1858,0,40,1945,i
3236455,"Barker, Daniel",AUS,M,,,,,1667,0,40,2000,i
3219950,"Barker, David",AUS,M,,,,,1909,0,20,1963,i
3242188,"Barker, Geoff",AUS,M,,,,,1965,0,20,1955,
3238008,"Barker, Mitchell",AUS,M,,,,,1800,0,40,1987,i
3224554,"Barker, Tyson",AUS,M,,,,,1807,0,40,1974,i
3249891,"Barkley, Christian",AUS,M,,,,,1654,0,20,1990,
3224619,"Barlow, Chris",AUS,M,,,,,1700,0,20,1979,i
3208702,"Barnard, Casey T",AUS,M,,,,,1908,0,40,1989,i
3256774,"Barnes, Rossi",AUS,M,,,,,1598,3,40,2010,
3233189,"Barnett, Caitlin",AUS,F,,,,,1677,0,40,2002,wi
3233197,"Barnett, Cassandra",AUS,F,,,,,1568,0,40,2000,wi
3233200,"Barnett, Chantelle",AUS,M,,,,,1628,0,40,2005,i
3233219,"Barnett, Jasan",AUS,M,,,,,1463,1,40,1972,
3245314,"Barnett, Joshua",AUS,M,,,,,1719,0,40,2008,i
3202283,"Baron, Michael",AUS,M,FM,,,,2331,0,20,1976,i
3207668,"Barrett, Daniel J",AUS,M,,,,,1809,0,40,1992,i
3206220,"Barrow, Nigel",AUS,M,,,,,1960,0,20,1971,i
3234487,"Barry, David",AUS,M,,,NA,,1817,4,20,1984,
3207340,"Barta, Gerard",AUS,M,,,,,1755,0,40,1985,i
3203107,"Bartlett, Stephen",AUS,M,,,,,2010,0,40,1953,i
3233570,"Bartley, George",AUS,M,,,,,1885,0,20,2004,i
3227421,"Bartnik, Natalie",AUS,F,,,,,1696,0,20,1984,wi
3249905,"Basiaco, Christopher",AUS,M,,,,,1436,0,40,1997,
3226956,"Basobas, Danilo",AUS,M,,,,,1665,0,20,1955,i
3253813,"Bassig, Hamish",AUS,M,FM,,,,2021,0,20,2004,
3246353,"Basso, Luciano",AUS,M,,,,,1489,0,40,1942,i
3201031,"Baterowicz, Mark",AUS,M,,,,,1726,0,20,1944,
3266150,"Batyrbekov, Kuanysh",AUS,M,,,NA,,1478,1,40,1985,
3201341,"Baumgartner, Robert",AUS,M,,,,,1774,4,20,1963,
3205878,"Bautista, Edgar",AUS,M,,,,,1977,0,40,1956,i
3237265,"Bawitlung, Daniel",AUS,M,,,,,1696,0,40,2004,i
3201848,"Baxter, Craig",AUS,M,,,,,1759,0,40,1977,i
3227790,"Bayaca, Sterling",AUS,M,FM,,,,2203,0,20,2002,
3219968,"Bayani, Steffen",AUS,M,,,,,1924,0,40,1954,i
3269957,"Bayliss, James",AUS,M,,,,,1778,2,20,1996,
3209113,"Beahan, Patrick",AUS,M,,,,,1867,0,40,1975,i
3253562,"Beales, Alex",AUS,M,,,,,1710,0,40,2002,i
3263061,"Beardmore, Steve",AUS,M,,,,,1495,0,40,1956,i
3213889,"Beare, Nick",AUS,M,,,,,1732,0,20,1984,
3206092,"Bearup, Paul",AUS,M,,,,,1913,0,20,1949,i
3204294,"Beattie, Roger",AUS,M,,,,,1690,0,20,1946,
3201996,"Beaumont, David",AUS,M,CM,,,,1914,0,20,1967,
3279626,"Beaumont, Rafferty",AUS,M,,,,,1481,0,40,2009,
3234002,"Beavon-Collin, Margot",AUS,F,,,,,1566,0,40,1994,wi
3206645,"Beckman, John",AUS,M,,,,,1556,3,20,1943,
3273571,"Bedford, Peter",AUS,M,,,,,1764,0,40,1988,i
3201040,"Beeh, Tom",AUS,M,,,,,1603,4,20,1960,
3212688,"Beeman, Robert",AUS,M,,,,,1939,0,40,1972,i
3224880,"Beeren, Lousanne",AUS,F,,,,,1687,0,20,1963,wi
3207676,"Beet, Cameron",AUS,M,,,,,1892,0,40,1990,i
3209776,"Beggs, Joel",AUS,M,,,,,1641,0,40,1985,i
3211932,"Behar, Joshua",AUS,M,,,,,2021,0,20,1999,i
3206653,"Behne-Smith, David",AUS,M,,,,,1981,0,40,1989,i
3240169,"Behne-Smith, Elizabeth",AUS,F,,,,,1588,0,40,1998,wi
3203808,"Behne-Smith, Jonathon",AUS,M,,,,,1758,0,40,1993,i
3242889,"Behull, Bob",AUS,M,,,,,1654,0,40,1953,i
3230058,"Bejjanki, Pranav Sai",AUS,M,,,,,1498,0,40,2007,i
3203972,"Bekker, Gary D",AUS,M,CM,,FI,,1776,3,20,1968,
3200655,"Belin, Igor",AUS,M,,,,,2319,0,20,1968,i
3275116,"Bell, Steven",AUS,M,,,,,1577,0,40,2006,
3205118,"Belletty, Malcolm",AUS,M,,,,,2063,0,40,,i
3221881,"Bellingham, John",AUS,M,,,,,1845,0,40,1952,i
3265064,"Belton, Chris",AUS,M,,,,,1601,0,40,1955,
3206483,"Beltrami, Matthew",AUS,M,,,,,1874,0,40,1989,i
3216241,"Bemrose, Colin J",AUS,M,,,,,1915,0,40,1959,i
3229254,"Ben Harim, Amit",AUS,M,,,,,1930,0,20,2001,i
3252841,"Bendall, Sebastian",AUS,M,,,,,1504,0,40,2005,
3215270,"Bender, Peter G",AUS,M,,,,,1566,0,20,1966,
3285529,"Benetti, Matthew",AUS,M,,,,,1489,0,40,1982,
3228398,"Benham, Christopher J",AUS,M,,,,,1746,0,20,1955,
3240924,"Bennet, Phil",AUS,M,,,,,1627,4,40,1953,
3207684,"Bennett, Calvin",AUS,M,,,,,1836,0,20,1987,i
3278140,"Bennett, Harrison",AUS,M,,,,,1803,5,40,2008,
3213404,"Bennett, Matthew",AUS,M,,,,,1941,0,20,1994,i
3249581,"Bennett, Zac",AUS,M,,,,,1549,0,20,1989,
3201937,"Berezina, Irina",AUS,F,IM,WIM,FT,,2081,0,20,1965,wi
3263010,"Berg, Aidan",AUS,M,,,,,1606,2,20,1999,
3232891,"Berg, Frank",AUS,M,,,,,1521,0,40,1948,i
3210847,"Bergmanis, Olgerts",AUS,M,,,,,1854,0,40,1924,i
3247376,"Bernal-Garcia, Diego",AUS,M,,,,,1530,0,40,1987,i
3259668,"Berthon, Marcel",AUS,M,,,,,1565,2,40,1994,
3245764,"Betancour, Christian",AUS,M,,,,,1531,0,40,1986,i
3217132,"Beveridge, David",AUS,M,,,,,1583,0,40,1957,i
3264610,"Beydoun, Ghassan",AUS,M,,,,,1720,0,40,1972,
3270947,"Beydoun, Maan",AUS,M,,,,,1635,0,40,1975,
3263975,"Bhasker, Aditya Gautam",AUS,M,,,,,1617,0,40,2004,i
3216330,"Bhat, Vishal",AUS,M,CM,,,,2030,0,20,2002,i
3246418,"Bhatia, Abhay",AUS,M,,,,,1694,5,20,1997,
3207692,"Bhattacharya, Devraj",AUS,M,,,,,1893,0,40,1993,i
3250938,"Bhattacharyya, Vedantik",AUS,M,,,,,1721,0,40,2009,
3247473,"Bhaumik, Ronen",AUS,M,,,,,1822,2,20,2002,
3243877,"Bhowmick, Kaustav",AUS,M,,,,,1720,0,40,2003,i
3235521,"Bibby, Charles",AUS,M,,,,,1447,0,40,1998,i
3273725,"Bibby, Dalton",AUS,M,,,,,1598,0,40,1995,i
3212963,"Bickell, Stephen J",AUS,M,,,,,1731,0,20,1955,i
366107990,"Biju, Steve",AUS,M,,,,AFM,1598,0,40,2006,i
3210901,"Birchall, Ian",AUS,M,,,,,2016,0,40,1958,i
3204502,"Bird, Andrew",AUS,M,,,,,2165,0,20,1979,i
3273288,"Bird, Sam",AUS,M,,,,,1535,0,40,2006,
3277658,"Biscoe, Nick",AUS,M,,,,,1765,2,40,1993,
3203883,"Bishop, Joshua",AUS,M,,,,,1924,0,20,1994,i
3216144,"Bispham, John",AUS,M,,,,,1912,0,40,1979,i
3282120,"Bitra, Joel",AUS,M,,,,,1491,0,40,2011,
4300726,"Bjelobrk, Igor",AUS,M,IM,,,,2397,0,10,1982,
3233880,"Black, Nick",AUS,M,,,,,1867,0,40,1974,i
3255930,"Blackberg, Philip",AUS,M,,,,,1644,0,40,1993,i
3260216,"Blackman, Angus",AUS,M,,,,,1474,0,40,1990,
3245772,"Blacksmith, Erik",AUS,M,,,,,1510,0,40,1969,
3279340,"Blake, Oliver",AUS,M,,,,,1440,3,40,2007,
3238113,"Blake, Richard R",AUS,M,,,,,1638,0,40,1940,i
3231615,"Blake, Ryan",AUS,M,,,,,1492,0,40,2004,i
3269159,"Blakers, Andrew",AUS,M,,,,,1626,0,40,1955,i
3240347,"Blanch, Lewin",AUS,M,,,,,1458,0,40,2009,i
3266893,"Blaskovic, Sam",AUS,M,,,,,1624,0,40,1996,
3238326,"Blaszczyk, Michael",AUS,M,,,,,1840,0,20,1991,i
3219984,"Blazeski, Krste",AUS,M,,,,,1871,0,40,1949,i
3247279,"Blencowe, Andrew",AUS,M,,,,,1776,0,40,1960,i
3255328,"Blenkiron, Angus",AUS,M,,,,,1768,0,40,1999,
3202720,"Bliznyuk, Andrey",AUS,M,,,,,2057,0,20,1962,i
3249360,"Blower, Anthony",AUS,M,,,,,1551,3,20,1956,
3242870,"Boag, Sean",AUS,M,,,,,1555,0,40,2000,i
3266354,"Boccalatte, Mark",AUS,M,,,,,1662,0,40,1972,
3270904,"Boccalatte, Robert",AUS,M,,,,,1546,0,40,1976,
3259021,"Bodke, Krishna",AUS,M,,,,,1696,2,40,2010,
3264998,"Boffa, Nicholas",AUS,M,,,,,1573,0,40,2004,i
3214095,"Bogdanoski, Petre",AUS,M,,,,,1733,0,20,1946,i
3267695,"Bohan, Sebastien",AUS,M,,,,,1564,2,40,2005,
3255336,"Bohlen, Eric",AUS,M,,,,,1619,0,40,1970,i
3250725,"Bolan, Jamie",AUS,M,,,,,1521,0,40,1995,i
3240037,"Boldyrev, Nikita",AUS,M,,,,,1753,0,20,2004,i
3203026,"Bolens, Johny",AUS,M,,,,,1905,0,20,1958,i
3244016,"Bond, Nicholas",AUS,M,,,,,1843,0,20,2006,
44131356,"Bondareva, Daria",AUS,F,WCM,WCM,,,2060,0,20,2005,wi
3205649,"Bonham, Kevin",AUS,M,,,,,1812,0,40,1972,
3275124,"Bonitz, Julian",AUS,M,,,,,1578,0,40,2002,
3231976,"Bonneville, Adam",AUS,M,,,,,1622,0,40,1981,i
3205002,"Bonning, James",AUS,M,,,,,1938,0,40,1978,i
3231917,"Boonow, Henry",AUS,M,,,"NI,NA",,1891,0,40,1976,i
3210170,"Booth, William",AUS,M,,,,,1897,0,40,1984,i
3228100,"Bordas, Lindsay",AUS,M,,,,,1544,0,40,1973,
3234347,"Born, Jazz",AUS,M,,,,,1575,0,40,2003,i
3209784,"Bortsova, Natasha",AUS,F,,,,,1824,0,20,1997,wi
3279634,"Borycz, Alex",AUS,M,,,,,1533,0,40,2010,
3224678,"Boss, Stephen",AUS,M,,,,,1899,0,20,1980,
3237893,"Boswarva, Ernest",AUS,M,,,,,1661,3,20,1953,
3201759,"Bouchaaya, Tony",AUS,M,,,,,2153,0,40,1955,i
3215903,"Bourke, Ronald",AUS,M,,,,,1683,0,40,1985,i
3203310,"Bourmistrov, Denis",AUS,M,,,,,2067,0,20,1986,
3207722,"Boyce, Jamie",AUS,M,,,,,1933,0,40,1990,i
3203050,"Boyd, Tristan",AUS,M,FM,,,,2297,0,20,1984,i
3239128,"Boyd-Norman, James",AUS,M,,,,,2069,3,40,2007,
3227162,"Boylan, Peter",AUS,M,,,,,1823,0,20,2001,i
3225704,"Bracks, Sebastian",AUS,M,,,,,1615,0,40,2006,i
3259986,"Bradbery, Clare",AUS,F,,,,,1587,0,40,2007,w
3237362,"Bradley, Chris",AUS,M,,,,,1764,0,40,1952,i
3236811,"Brady, Aiden",AUS,M,,,,,1987,0,20,2000,i
3217779,"Braguine, Victor",AUS,M,,,,,1858,4,20,1949,
3271986,"Brand, Drew",AUS,M,,,,,1777,0,40,1985,
3234860,"Brand, Peter",AUS,M,,,,,1938,0,20,1967,i
3262740,"Bredin, Jonathan",AUS,M,,,,,1532,2,20,1990,
3240088,"Breeden, Marek",AUS,M,,,NA,,1640,5,20,1993,
3210294,"Brennan, James",AUS,M,,,,,1532,0,20,1977,i
3212696,"Brennan, Peter J",AUS,M,,,,,1881,0,40,1939,i
3275868,"Breslin, Oscar",AUS,M,,,,,1956,0,40,2004,
3203093,"Brieger, Chris",AUS,M,,,,,1687,0,40,1960,i
3228010,"Bristina, Husein",AUS,M,,,,,1909,0,40,1974,i
3222373,"Britton, Geoffrey J",AUS,M,,,,,1651,0,40,1946,i
3243842,"Brockies, Alwyn",AUS,M,,,,,1487,0,40,1993,i
3204685,"Brockman, Roland",AUS,M,,,,,1543,0,20,1958,
3216594,"Brodzky, Leonid",AUS,M,,,,,1764,0,40,1938,i
3202925,"Broekhuyse, Paul",AUS,M,,,,,1899,0,20,1965,
3276171,"Brondum, Griff",AUS,M,,,,,1699,0,40,2007,
3228118,"Brooke, John",AUS,M,,,,,1618,3,20,1938,
3205126,"Brooks, Chris",AUS,M,,,,,2009,0,40,,i
6000169,"Broome, Tim",AUS,M,,,NA,,2017,0,20,1964,
3206238,"Brotheridge, Jamie",AUS,M,,,,,1711,3,20,1969,
3243060,"Brown, Amy",AUS,F,,,,,1627,0,40,1994,wi
3206513,"Brown, Andrew",AUS,M,IM,,,,2279,0,20,1992,i
3256502,"Brown, Arnoud",AUS,M,,,,,1780,0,40,2012,
3238121,"Brown, Chris J",AUS,M,,,,,1604,0,20,1947,
3254739,"Brown, Daniel",AUS,M,,,,,1488,0,40,1991,i
3236722,"Brown, Greg",AUS,M,,,,,1606,0,20,1960,
3236820,"Brown, Harry",AUS,M,,,,,1490,0,40,2009,i
3263444,"Brown, Heath",AUS,M,,,,,1932,0,20,2004,
3223078,"Brown, Jordan",AUS,M,,,,,1830,0,20,1999,i
3220796,"Brown, Joshua",AUS,M,,,,,1854,0,20,1998,
3259161,"Brown, Liam",AUS,M,,,,,1513,0,40,2003,
3240363,"Brown, Paul",AUS,M,,,,,1606,0,40,1996,i
3233758,"Brown, Ted",AUS,M,,,,,1708,0,20,1946,i
3237907,"Browning, Thomas",AUS,M,,,,,1683,0,20,1990,
3227170,"Bruns, Martin",AUS,M,,,,,1566,0,40,1986,i
