fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag
3236218,"Alsawafi, Fadhil",AUS,M,,,,,1866,0,20,1970,i
3235017,"Althaf, Rifky",AUS,M,,,,,1937,0,20,1999,
3236013,"Alwan, Ali",AUS,M,,,,,1588,0,20,2004,i
3261123,"Amir, Makic",AUS,M,,,,,1714,0,20,1969,i
3245861,"Amoore, Connor",AUS,M,,,,,1619,0,40,2010,i
3232603,"Anand, Aditya",AUS,M,,,,,1617,0,20,2004,i
3246116,"Anand, Arjun",AUS,M,,,,,1445,0,20,1986,
3239080,"Andador, Dominador",AUS,M,,,,,1836,0,20,1967,i
3205100,"Anderson, Alistair",AUS,M,,,,,1917,0,20,1961,i
3240207,"Anderson, Brendan",AUS,M,CM,,,,1867,0,20,2004,
3220761,"Anderson, Kim",AUS,M,,,,,1957,0,20,1982,i
3227120,"Andersson, Simon",AUS,M,,,,,1817,0,20,1972,i
3275779,"Annadasu, Shreyansh",AUS,M,,,,,1468,7,40,2014,
3240827,"Annakin, Gordon",AUS,M,,,,,1564,0,20,1942,i
3239241,"Annamalai, Akshay",AUS,M,,,,,1575,0,40,2010,i
3239683,"Annapureddy, Dhruthin Reddy",AUS,M,,,,,1648,16,40,2011,
3244806,"Annapureddy, Rheyansh Reddy",AUS,M,CM,,,,2255,29,40,2014,
3267890,"Anne, Nikhil",AUS,M,,,,,1513,0,40,2013,
3259528,"Anup Kumar, Sia",AUS,F,,,,,1452,0,40,2016,w
3234517,"Anup Kumar, Vihaan",AUS,M,,,,,1886,0,40,2010,
3256294,"Arabi, Arman",AUS,M,,,,,1593,0,20,1987,i
3248933,"Arav, Callan",AUS,M,,,,,1573,0,40,2013,
3248941,"Arav, Jayden",AUS,M,,,,,1666,0,40,2009,
3248950,"Arav, Nathan",AUS,M,,,,,1714,0,40,2010,
3254178,"Arbel, Ethan",AUS,M,,,,,1666,9,20,2006,
3251241,"Ariyathilaka, Nikhil",AUS,M,,,,,1620,0,40,2010,i
3205681,"Arkins, Damien",AUS,M,,,,,1784,0,20,1975,i
3244814,"Armenia, Claude",AUS,M,,,,,1612,0,20,1964,i
3229599,"Armstrong, Gary",AUS,M,,,,,1716,0,20,1954,
3244679,"Arnold, Leonardo",AUS,M,,,,,1517,0,40,2007,i
3226794,"Arocha, Leandro",AUS,M,,,,,1946,0,20,1970,i
3257860,"Arora, Anshul",AUS,M,,,,,1575,0,20,2000,i
3232433,"Arthur, James",AUS,M,,,,,1819,0,40,2009,
3232441,"Arthur, Matthew",AUS,M,,,NA,,1605,0,20,2006,i
3264300,"Aryan, Yasmin",AUS,F,,,,,1454,0,20,2004,w
3228690,"Asaka, Samuel",AUS,M,,,,,2180,0,20,2002,i
3281710,"Ascott, Patrick",AUS,M,,,,,1691,0,20,2003,
3261417,"Ashok, Akash",AUS,M,,,,,1504,0,40,2013,i
3279693,"Ask, Veer Karen",AUS,M,,,,,1764,0,40,2007,
3226697,"Aslam, Naveed",AUS,M,,,,,1789,0,20,1961,i
3248020,"Assa, Khaled",AUS,M,,,,,1650,0,20,1970,
3248038,"Assa, Walid",AUS,M,,,,,1630,0,20,1964,
3218139,"Ata, Kazem",AUS,M,,,,,1728,0,20,1957,i
3234045,"Atanacio, Ricardo",AUS,M,,,,,1917,0,20,1976,i
3246728,"Athalye, Rohit",AUS,M,,,,,1488,0,20,1987,i
3249875,"Athousis, Lambis",AUS,M,,,,,1541,0,20,2001,i
3244822,"Athuai, Deng",AUS,M,,,,,1552,0,20,1971,i
3229750,"Atia, Ben",AUS,M,,,,,1714,0,20,2005,i
3233561,"Atia, Raphael",AUS,M,,,,,1536,0,40,2007,i
3210707,"Atrens, Edvard",AUS,M,,,,,1603,0,20,1982,
3231194,"Attalla, Abanoub",AUS,M,,,,AFM,1763,0,20,1997,i
3206688,"Attwood, James",AUS,M,,,,,2018,0,20,1966,i
2804395,"Atzmon-Simon, Barak",AUS,M,,,,,2082,0,20,1970,i
3269051,"Au Duong, Edbert",AUS,M,,,,,1654,0,40,2007,i
3226743,"Au, Alexander",AUS,M,,,,,1838,0,20,2002,i
3285391,"Au, Wai",AUS,M,,,,,1690,0,20,1998,
3276813,"Awad, Jonah",AUS,M,,,,,1599,0,40,2014,
311111015,"Ayris, Tony",AUS,M,,,,AFM,1686,0,20,1969,
3211789,"Babic, Michael S",AUS,M,,,,,1888,0,20,1967,i
3217558,"Babic, Zoran",AUS,M,,,,,1848,0,20,1955,i
3219704,"Badrinarayan, Sankeertan",AUS,M,,,,,1924,0,20,2000,i
3219712,"Badrinarayan, Siddhant",AUS,M,,,,,1749,0,20,2005,i
3221695,"Bai, George",AUS,M,,,,,1845,0,20,2001,i
3267466,"Bai, Xuanhao Winston",AUS,M,,,,,1525,0,40,2014,i
3261824,"Baines-Dell, Maxwell",AUS,M,,,,,1543,0,20,1998,
3229548,"Bajrami, Samir",AUS,M,,,,,1894,0,20,1977,
3253600,"Baker, Thomas",AUS,M,,,,,1638,0,20,1993,i
3224074,"Bakhos, George",AUS,M,,,,,1870,0,20,1979,i
3217108,"Bakhshi, John",AUS,M,,,,,1860,0,20,1975,i
3248046,"Bala, Cesar",AUS,M,,,,,1666,0,20,1947,i
3286258,"Balaji, Sai Sivesh",AUS,M,,,,,1551,5,40,2014,
3273407,"Balamurugan, Kavin",AUS,M,,,,,1483,0,40,2013,
3286991,"Balamurugan, Shrravan",AUS,M,,,,,1589,6,40,2011,
3268209,"Balaratnasingam, Lincoln",AUS,M,,,,,1610,0,40,2013,i
3276767,"Balasubramani, Vittal",AUS,M,,,,,1570,0,40,2012,
3239608,"Balasubramanian, Akshanth",AUS,M,,,,,1597,0,20,2006,i
3261425,"Balavignan, Ashvin",AUS,M,CM,,,,1745,0,40,2011,
3212670,"Baldwin, A(tony) C",AUS,M,,,,,1608,0,20,1951,
3221350,"Ball, Christopher",AUS,M,CM,,,,1952,0,20,1991,
3245632,"Ban, Thomas",AUS,M,,,,,1788,0,20,1995,i
3239250,"Banerjea, Siddharth",AUS,M,,,,,1457,0,40,2008,
3280012,"Bang, Samuel",AUS,M,,,,,1827,0,20,1999,
3220770,"Banicevic, Roy",AUS,M,,,NA,,1678,0,20,1966,
3273903,"Bansal, Aariz",AUS,M,,,,,1469,0,40,2013,
3273911,"Bansal, Azaan",AUS,M,,,,,1485,0,40,2016,
3273938,"Bansal, Dhruv",AUS,M,,,,,1402,0,40,2013,
3230856,"Bao, Kevin",AUS,M,,,,,1665,0,40,2007,i
3226808,"Bape, Duncan",AUS,M,,,,,1917,0,20,1962,i
3251381,"Barbare, Ishaan",AUS,M,,,,,1684,0,40,2008,i
3217566,"Barber, Geoffrey",AUS,M,,,,,1730,0,20,1977,
3242021,"Barberia-Dupla, Alexander",AUS,M,,,,,1596,0,40,2007,i
3211916,"Barcelona, Eliel",AUS,M,,,,,1721,0,20,1977,
3242773,"Barlow, Aaron",AUS,M,,,,,1643,0,20,1972,i
3256774,"Barnes, Rossi",AUS,M,,,,,1588,0,40,2010,
3202283,"Baron, Michael",AUS,M,FM,,,,2330,9,20,1976,
3245322,"Barone-Peters, Lucca",AUS,M,,,,,1642,0,20,1997,i
3244725,"Barrington, Wade",AUS,M,,,,,1540,0,20,1996,i
3206220,"Barrow, Nigel",AUS,M,,,,,2042,0,20,1971,i
3234487,"Barry, David",AUS,M,,,NA,,1737,0,20,1984,i
3220788,"Bartlett, Kerry",AUS,M,,,,,1849,0,20,1949,i
3272834,"Baryshnikova, Miroslava",AUS,M,,,,,1456,0,40,2012,i
3253813,"Bassig, Hamish",AUS,M,FM,,,,1908,0,20,2004,
3248640,"Bates, Sam",AUS,M,,,,,1801,0,20,2004,i
3257940,"Batikyan, Arkadiy",AUS,M,,,,,1610,0,20,2001,i
3265439,"Batyrbekov, Aidan",AUS,M,,,,,1581,11,40,2017,
3265447,"Batyrbekov, Kaisar",AUS,M,,,,,1573,8,40,2016,
3266150,"Batyrbekov, Kuanysh",AUS,M,,,NA,,1488,0,20,1985,
3279707,"Bauer, Nico",AUS,M,,,,,1577,0,20,1998,
3275418,"Bauwens, Gregory",AUS,M,,,,,1698,0,20,1997,
3237265,"Bawitlung, Daniel",AUS,M,,,,,1683,0,20,2004,i
3227790,"Bayaca, Sterling",AUS,M,FM,,,,1990,0,20,2002,i
3253562,"Beales, Alex",AUS,M,,,,,1716,0,20,2002,i
3213889,"Beare, Nick",AUS,M,,,,,1771,0,20,1984,i
3201996,"Beaumont, David",AUS,M,CM,,,,1944,0,20,1967,i
3234002,"Beavon-Collin, Margot",AUS,F,,,,,1783,0,20,1994,wi
3206645,"Beckman, John",AUS,M,,,,,1619,0,20,1943,
3201040,"Beeh, Tom",AUS,M,,,,,1597,0,20,1960,
3263754,"Behera, Soumya",AUS,M,,,,,1597,0,20,1988,i
3240169,"Behne-Smith, Elizabeth",AUS,F,,,,,1629,0,20,1998,wi
3203808,"Behne-Smith, Jonathon",AUS,M,,,,,1870,0,20,1993,i
3221881,"Bellingham, John",AUS,M,,,,,1835,0,20,1952,i
3265064,"Belton, Chris",AUS,M,,,,,1595,0,20,1955,
3254070,"Bemidigi, Dharmik",AUS,M,,,,,1550,0,40,2015,i
3229254,"Ben Harim, Amit",AUS,M,,,,,1870,0,20,2001,i
3241475,"Benjamin, Anthony",AUS,M,,,,,1585,0,20,1962,i
3213404,"Bennett, Matthew",AUS,M,,,,,1906,0,20,1994,i
3255921,"Bennett, Nicholas",AUS,M,,,,,1474,0,20,2005,i
3201937,"Berezina, Irina",AUS,F,IM,WIM,FT,,2087,0,20,1965,wi
3214524,"Berezovski, Stanislav",AUS,M,,,,,2178,0,20,1971,i
3263010,"Berg, Aidan",AUS,M,,,,,1725,0,20,1999,
3284921,"Berman, Ari",AUS,M,,,,,1840,9,20,2006,
3243257,"Berry, Alistair",AUS,M,,,,,1750,0,20,2002,i
3264610,"Beydoun, Ghassan",AUS,M,,,,,1634,0,20,1972,
3270947,"Beydoun, Maan",AUS,M,,,,,1538,0,20,1975,
3275647,"Bhandari, Ritvik",AUS,M,,,,,1429,0,40,2013,
3281167,"Bhanot, Laksh",AUS,M,,,,,1555,0,40,2010,
3216330,"Bhat, Vishal",AUS,M,CM,,,,1958,0,20,2002,i
3207692,"Bhattacharya, Devraj",AUS,M,,,,,1863,0,20,1993,i
3250938,"Bhattacharyya, Vedantik",AUS,M,,,,,1670,0,40,2009,i
3247473,"Bhaumik, Ronen",AUS,M,,,,,1745,0,20,2002,i
3212963,"Bickell, Stephen J",AUS,M,,,,,1741,0,20,1955,i
3204502,"Bird, Andrew",AUS,M,,,,,2148,0,20,1979,i
3203883,"Bishop, Joshua",AUS,M,,,,,1874,0,20,1994,i
4300726,"Bjelobrk, Igor",AUS,M,IM,,,,2319,0,20,1982,i
3245640,"Black, Curtis",AUS,M,,,,,1628,0,20,1988,i
3255930,"Blackberg, Philip",AUS,M,,,,,1659,9,20,1993,
3267237,"Blackburn, Roger",AUS,M,,,,,1646,0,20,1961,
3260216,"Blackman, Angus",AUS,M,,,,,1449,0,20,1990,i
3232611,"Blaga, Dorin",AUS,M,,,,,1809,0,20,1976,i
3279340,"Blake, Oliver",AUS,M,,,,,1526,0,40,2007,
3285405,"Blake, Riley",AUS,M,,,,,1519,0,20,2003,
3255948,"Blashki, Mark",AUS,M,,,,,1555,0,20,2001,i
3238326,"Blaszczyk, Michael",AUS,M,,,,,1780,0,20,1991,i
3219984,"Blazeski, Krste",AUS,M,,,,,1885,0,20,1949,i
3247279,"Blencowe, Andrew",AUS,M,,,,,1848,0,20,1960,i
3255328,"Blenkiron, Angus",AUS,M,,,,,1752,0,20,1999,i
3249360,"Blower, Anthony",AUS,M,,,,,1595,0,20,1956,i
3259021,"Bodke, Krishna",AUS,M,,,,,1663,7,40,2010,
3281175,"Boey, Chris",AUS,M,,,,,1718,0,40,2007,
3264998,"Boffa, Nicholas",AUS,M,,,,,1678,0,20,2004,
3283151,"Bognalbal, Cary",AUS,M,,,,,1508,0,20,1986,
3267695,"Bohan, Sebastien",AUS,M,,,,,1689,16,20,2005,
3250725,"Bolan, Jamie",AUS,M,,,,,1552,0,20,1995,i
3203026,"Bolens, Johny",AUS,M,,,,,1845,0,20,1958,i
3272133,"Bolton, Marcus",AUS,M,,,,,1558,0,20,2005,i
3256030,"Bombardieri, Sam",AUS,M,,,,,1642,0,20,1998,
3244016,"Bond, Nicholas",AUS,M,,,,,1782,0,20,2006,
44131356,"Bondareva, Daria",AUS,F,WCM,WCM,,,1976,0,20,2005,wi
3205649,"Bonham, Kevin",AUS,M,,,,,1765,0,20,1972,
311211790,"Bonto, Mikael Jose",AUS,M,,,,,1611,0,20,1985,
3277100,"Booth, Guy",AUS,M,,,,,1619,0,20,1970,
3224678,"Boss, Stephen",AUS,M,,,,,1849,0,20,1980,
3278158,"Boulanger, Sem",AUS,M,,,,,1463,0,20,2003,
3241815,"Bousargine, Maxim",AUS,M,,,,,1765,0,20,2000,i
3272958,"Bowens, Salahadeen",AUS,M,,,,,1629,0,40,2012,
3259455,"Bowmaker-Ksiazek, Koe",AUS,M,,,,,1406,0,20,1996,
3203050,"Boyd, Tristan",AUS,M,FM,,,,2264,0,20,1984,i
3239128,"Boyd-Norman, James",AUS,M,,,,,2014,0,40,2007,
3227162,"Boylan, Peter",AUS,M,,,,,1775,0,20,2001,i
3279715,"Bracale, David",AUS,M,,,,,1603,0,20,1991,
3236811,"Brady, Aiden",AUS,M,,,,,1910,0,20,2000,
3217779,"Braguine, Victor",AUS,M,,,,,1895,0,20,1949,i
3285219,"Brahmbhatt, Nav",AUS,M,,,,,1512,0,40,2012,
3285227,"Brahmbhatt, Neev",AUS,M,,,,,1847,0,40,2011,
3271986,"Brand, Drew",AUS,M,,,,,1653,0,20,1985,i
3234860,"Brand, Peter",AUS,M,,,,,1905,0,20,1967,i
3240088,"Breeden, Marek",AUS,M,,,NA,,1575,0,20,1993,i
3229556,"Bresler, Ryan",AUS,M,,,,,1774,0,20,1992,i
3275868,"Breslin, Oscar",AUS,M,,,,,1907,0,20,2004,
3253880,"Bright, George",AUS,M,,,,,1438,0,20,1998,i
3228010,"Bristina, Husein",AUS,M,,,,,1961,0,20,1974,i
3202925,"Broekhuyse, Paul",AUS,M,,,,,1984,0,20,1965,
3206513,"Brown, Andrew",AUS,M,IM,,,,2245,0,20,1992,i
3256502,"Brown, Arnoud",AUS,M,,,,,1651,0,40,2012,
3254739,"Brown, Daniel",AUS,M,,,,,1531,0,20,1991,i
3236722,"Brown, Greg",AUS,M,,,,,1593,0,20,1960,i
3263444,"Brown, Heath",AUS,M,,,,,1885,8,20,2004,
3223078,"Brown, Jordan",AUS,M,,,,,1850,0,20,1999,
3220796,"Brown, Joshua",AUS,M,,,,,1870,0,20,1998,
3220800,"Brown, Nicholas",AUS,M,,,,,1850,0,20,1996,
3249166,"Bu, Austin",AUS,M,,,,,1525,0,40,2013,i
3208516,"Buciu, Aurel-John",AUS,M,CM,,,,1790,0,20,1965,
3265838,"Buck, Oliver",AUS,M,,,,,1578,0,20,1999,
3260780,"Budwal, Arjan",AUS,M,,,,,1483,0,40,2007,
3247155,"Buhagiar, Aden",AUS,M,,,,,1601,0,20,2001,
3231240,"Bui Le, Aaron",AUS,M,,,,,1692,0,20,1997,i
3254518,"Bullen, James",AUS,M,,,,,1635,0,20,1992,
3245675,"Bultman, Grant",AUS,M,,,,,1585,0,20,1952,i
3261832,"Bumbak, Jacob",AUS,M,,,,,1641,0,20,1994,
3270289,"Burke, Joshua",AUS,M,,,,,1610,9,20,2003,
343109868,"Burley, Sean",AUS,M,,,,,1717,0,20,2001,
3272141,"Burman, David",AUS,M,,,,,1870,0,20,1965,i
3265870,"Burst, Julian",AUS,M,,,,,1660,0,20,1998,i
3206114,"Burzic, Ramo",AUS,M,,,,,1818,0,20,,i
3278174,"Busst, Joshua",AUS,M,,,,,1573,0,20,2001,
3268217,"Butcher, Robert",AUS,M,,,,,1520,0,20,1954,i
3225011,"Butler, Brian J",AUS,M,,,,,1830,0,20,1953,
3217159,"Buza, Muhamed",AUS,M,,,,,1799,0,20,1940,i
3243656,"Byrnes, Ryan",AUS,M,,,,,1649,0,20,2005,i
3222608,"Cabale, Nazarito",AUS,M,,,,,1934,0,20,1959,
3202372,"Cabilin, Jeff",AUS,M,CM,,,,1846,0,20,1957,
3247554,"Cadag, Herbert",AUS,M,,,,ACM,1757,0,20,1979,i
5269075,"Cafirma, Elize Caryl",AUS,F,,,,,1718,0,20,1997,w
3262081,"Cai, Bossa",AUS,F,,,,,1587,0,40,2008,wi
3249450,"Cains, Jeremy",AUS,M,,,,,1524,0,20,2002,i
3240800,"Caita Mindra, Emanoil",AUS,M,,,,,1866,0,20,1962,i
3233367,"Calado, Edward",AUS,M,,,,,1925,0,20,1972,i
3215741,"Calixto, Reynante",AUS,M,,,,,1942,0,20,1956,i
32002963,"Calonge Fabregat, Marc",AUS,M,,,NA,,1886,0,20,1996,
3203590,"Camer, Angelito",AUS,M,FM,,,,1968,0,20,1958,
3201872,"Campara, Miralem",AUS,M,,,,,1988,0,20,,i
3280861,"Campos Wagner, Fulvio Alberto",AUS,M,,,,,1573,0,40,2015,
3240371,"Can, Ryan",AUS,M,,,,,1760,0,20,1998,i
3252426,"Canales, Andrew",AUS,M,,,,,1623,0,20,1989,i
3200418,"Canfell, Gregory J",AUS,M,FM,,,,2306,0,20,1970,
3213110,"Cannon, David",AUS,M,IM,,,,2082,11,20,2001,
3280314,"Cantafio, Alexander",AUS,M,,,,,1869,0,40,2009,
3267156,"Cao, Ziruo",AUS,F,,,,,1625,0,20,2003,w
3203751,"Capilitan, Romeo",AUS,M,,,,,1977,0,20,1964,i
3244415,"Carnaffan, Sean",AUS,M,,,,,1719,0,20,1993,i
3263452,"Carruthers, Ethan",AUS,M,,,NA,,1490,0,20,2004,
3259145,"Carter, Jayc",AUS,M,,,,,1575,0,40,2010,i
3256367,"Caruso, Connor",AUS,M,,,,,1538,0,40,2012,
3202020,"Casey, Kevin",AUS,M,,,,,2090,0,20,1955,i
3218457,"Cassettari, Peter",AUS,M,,,,,1712,0,20,1948,
3204588,"Castor, David",AUS,M,CM,,,,2026,0,20,1982,i
3239519,"Cauchi, John Paul",AUS,M,,,,,1602,11,20,1992,
3211746,"Cavezza, Paul",AUS,M,,,,,1823,0,20,1984,i
3258491,"Cavosie-Pletsch, Yasmina",AUS,F,,,,,1548,0,40,2008,wi
3269060,"Cendana, Darren",AUS,M,,,,,1734,0,20,2005,
3210561,"Cervenjak, Mark",AUS,M,,,,,1812,0,20,1964,i
3237842,"Chai, Isaac",AUS,M,,,,,1631,0,40,2009,i
3238407,"Chai, Kang",AUS,M,,,,,1789,0,20,1970,i
3256944,"Chakrabarty, Reyaansh",AUS,M,FM,,,,2142,18,40,2014,
3236765,"Chan, Bayley",AUS,M,,,,,1585,0,40,2007,i
61100013,"Chan, Benny",AUS,M,,,,,1740,0,40,2008,
3279359,"Chan, Daniel",AUS,M,,,,,1544,0,20,1995,
3241440,"Chan, Darryl",AUS,M,,,,,1802,0,20,1995,
3227880,"Chan, Jacob Joseph",AUS,M,,,,,1745,0,20,2001,i
3203875,"Chan, Jason",AUS,M,,,,,2041,0,20,1981,i
3230180,"Chan, Jordan",AUS,M,,,,,1678,0,20,2005,i
3216349,"Chan, Kris",AUS,M,FM,,,,2012,0,20,2002,
3216357,"Chan, Luis",AUS,M,FM,,,,2174,0,20,2003,
3229777,"Chan, Lyanna",AUS,F,,,,,1579,0,20,2004,wi
3210324,"Chan, Michael",AUS,M,,,,,2123,0,20,1998,
3271900,"Chan, Nestor",AUS,M,,,,,2025,0,40,2009,
3242323,"Chan, Oliver",AUS,M,,,,,1501,0,40,2010,i
3265323,"Chan, Peter",AUS,M,,,,,1488,0,20,1988,i
3227430,"Chandrakumaran, Lemuel",AUS,M,,,,ACM,1611,0,20,1988,i
3222420,"Chandran, Prathap",AUS,M,,,,,1603,0,20,1988,i
3271528,"Chang, Alex",AUS,M,,,,,1590,0,40,2014,
3273598,"Chang, Chong Yew",AUS,M,,,,,1761,8,20,1998,
3229262,"Chang, Emma",AUS,F,,,,,1498,0,40,2008,wi
3245080,"Chang, Ethan",AUS,M,,,,,2002,0,40,2010,
3267474,"Chang, Ike",AUS,M,,,,,1598,0,40,2015,
3249468,"Chang, Lucy",AUS,F,,,,,1510,0,40,2012,wi
3229270,"Chang, Sophie",AUS,F,,,,,1642,0,40,2007,wi
3232107,"Channell, Murray",AUS,M,,,,,1623,0,20,1989,i
3200116,"Chapman, Mark",AUS,M,IM,,,,2317,0,20,1963,i
3218759,"Chapula, Brian",AUS,M,,,,,1957,0,20,1977,i
3242331,"Charbonneau, Romain",AUS,M,,,,,1575,0,40,2010,i
3203000,"Charles, Gareth",AUS,M,CM,,,,1998,0,20,1983,i
3247295,"Charles, Jeremy",AUS,M,,,,,1704,0,20,1984,i
3203930,"Chau, Adrian",AUS,M,,,,,1967,0,20,1992,i
3214184,"Chau, Bernard",AUS,M,,,,,2031,0,20,1996,i
3257690,"Chauhan, Annay",AUS,M,,,,,1625,0,20,2000,i
3279456,"Chawla, Arjun",AUS,M,,,,,1535,0,40,2011,
3231380,"Cheah, Chris",AUS,M,,,,,1600,0,20,2003,i
3210065,"Cheema, Mohammad",AUS,M,,,,,1784,0,20,1975,
3211983,"Chellappah, Mishael",AUS,M,,,,,1753,0,20,2001,i
3261689,"Chen, Albert",AUS,M,,,,,1558,0,40,2011,i
3251390,"Chen, Angus",AUS,M,,,,,1566,0,40,2013,i
3232638,"Chen, Austin",AUS,M,,,,,1922,0,40,2008,
3261131,"Chen, Chloe",AUS,F,,,,,1715,0,40,2009,wi
3241955,"Chen, Dean",AUS,M,,,,,1708,0,40,2011,
3256375,"Chen, Isaac",AUS,M,,,,,1434,0,40,2016,
3267954,"Chen, Jason",AUS,M,,,,,1577,0,20,2002,i
3261140,"Chen, Kevin",AUS,M,,,,,1485,0,20,2006,i
3241173,"Chen, Kevin (jinwen)",AUS,M,,,,,1627,0,40,2010,i
3260712,"Chen, Louis",AUS,M,,,,,1496,0,40,2015,
3263240,"Chen, Marlon",AUS,M,,,,,1452,0,40,2014,
3263258,"Chen, Martin",AUS,M,,,,,1655,0,40,2012,
3240240,"Chen, Matthew",AUS,M,,,,,1773,0,20,2003,i
3253821,"Chen, Minnie",AUS,F,,,,,1484,0,40,2008,wi
3260941,"Chen, Nicolas",AUS,M,,,,,1485,0,40,2009,i
3285235,"Chen, Oliver",AUS,M,,,,,1591,0,40,2009,
3212092,"Chen, Pengyu",AUS,M,FM,,,,2186,0,20,1997,i
3253627,"Chen, Taiming",AUS,M,,,,,1471,0,40,2014,
3262294,"Chen, Tom",AUS,M,,,,,1698,0,20,2003,i
3249379,"Chen, Xinkuang (Jimmy)",AUS,M,,,,,1600,0,40,2011,i
3233588,"Cheng, Amanda",AUS,F,,,,,1615,0,20,2003,wi
4300033,"Cheng, Bobby",AUS,M,GM,,,,2481,0,10,1997,i
3232468,"Cheng, Chao Xin",AUS,F,WFM,WFM,,,1874,0,40,2007,w
3226700,"Cheng, Gavin",AUS,M,,,,,1860,0,20,1996,i
3239527,"Cherukuvada, Tejas",AUS,M,,,,,1717,0,40,2009,i
3241785,"Cherukuvada, Vikas",AUS,M,,,,,1482,0,40,2011,i
3246213,"Chesney, David",AUS,M,,,,,1618,0,20,1989,
3216772,"Cheung, Jared",AUS,M,,,,,1881,0,20,2000,i
3215164,"Chew Lee, Alanna",AUS,F,WCM,WCM,FA,,1720,0,20,2000,wi
3213137,"Chew Lee, Max",AUS,M,FM,,,,2100,0,20,1999,i
3215172,"Chew, Jason",AUS,M,,,,,1945,0,20,2000,
3286517,"Chhetri, Sagar",AUS,M,,,,,1602,8,40,1990,
3270602,"Chi, Arthur",AUS,M,,,,,1413,0,40,2016,
3261301,"Chi, Jaden",AUS,M,,,,,1736,0,40,2014,
3201597,"Chiara, Vincenzo",AUS,M,,,,,1593,0,20,1956,i
3208613,"Chibnall, Alana",AUS,F,WFM,WFM,,,1856,0,20,1991,w
3285049,"Chila, Jackson",AUS,M,,,,,1833,11,40,2008,
3222322,"Chin, Nathan",AUS,M,,,,,1681,0,20,1996,i
3275876,"Chin, Vi-King",AUS,M,,,,,1772,0,20,2000,
3242196,"Chippendale, Matthew",AUS,M,,,,,1556,0,20,1989,i
3214370,"Chisholm, Tom R",AUS,M,,,,,1828,0,20,1975,
3272460,"Chitkanwong, Sinsarut",AUS,M,,,,,1771,0,40,2007,i
3223205,"Chiverton, Barnaby",AUS,M,,,,,1547,0,20,1969,i
3223213,"Chiverton, Fergus",AUS,M,,,,,1817,0,20,2005,i
3207463,"Chmiel, Rad",AUS,M,,,,,1779,0,20,1971,
3221431,"Choemuku-Huang, Evan",AUS,M,,,,,1526,0,20,2004,i
3253058,"Choi, Jeongmin",AUS,M,,,,,1629,0,40,2007,i
3267008,"Chokkappan, Arnav",AUS,M,,,,,1525,0,40,2012,
3212270,"Chong, Reginald",AUS,M,,,,,1792,0,20,1952,
